,RowsPerMinute
0,57.272241907843984
1,89.12980951849697
2,91.18725065339966
3,87.71035375234844
4,91.3800547238401
5,103.35062586375098
6,103.31120346940216
7,111.37123976714814
8,111.29576091946251
9,118.8453231422024
10,118.9902935056548
11,121.81636213909434
12,107.84508158866234
13,114.19943681693795
14,107.01902155993768
15,107.97943448507894
16,106.24430166696807
17,75.05123238250013
18,76.16246451616911
19,79.34247248397621
20,78.95131691322014
21,81.79107111195194
22,80.12152486799785
23,83.04633849358028
24,83.43693342491147
25,85.23309287243639
26,85.22924259997615
27,80.34123810383694
28,77.7364151286513
29,70.92058628589636
30,70.96463503278144
31,71.38765260022028
32,70.50212418690323
33,69.92440712200018
34,70.2145579823143
35,70.6619186257427
36,70.6605082547768
37,71.11571458179297
38,70.96812820201369
39,72.62699642229563
40,72.1107951616158
41,73.7547139357797
42,73.17395962789743
43,74.71728848341893
44,74.19647121468714
45,75.72029807926435
46,75.59796084144169
47,76.38614710698796
48,73.75396437455116
49,72.3432324607527
50,71.38888794009279
51,72.23313498923706
52,72.30674056822618
53,73.49179856293526
54,71.67376135277446
55,72.53631399422338
56,72.57631224800178
57,72.06066015873371
58,72.42969401208997
59,72.78908018324593
60,73.28889861829059
61,72.91010174119693
62,73.06549537113676
63,73.59280926288444
64,73.80367897334607
65,74.83512617629401
66,75.09150330385829
67,75.12307090746334
68,74.90580457740776
69,75.71258771764379
70,75.64282165510127
71,76.52152391741997
72,76.12951142748265
73,76.56390284836002
74,76.46713614578901
75,77.09157928136008
76,76.89758383490299
77,77.50573388059023
78,77.42925508854906
79,78.02712613438912
80,78.07561222699138
81,78.66141349720722
82,78.74349496980255
83,79.31223405834996
84,79.37626340217575
85,79.62503683770021
86,79.54484875665268
87,79.98228362045114
88,79.76386482377784
89,79.60664793748529
90,79.38736399317744
91,78.60572308390051
92,78.66548188968827
93,78.35866541947443
94,79.08500187887657
95,78.1668140667664
96,78.43639238890316
97,78.3726548910513
98,77.98514157759392
99,78.47704987146665
100,79.27644386783524
101,80.07596113653447
102,80.87383885187405
103,81.6733721891424
104,81.7700597968671
105,81.47697278583071
106,80.0873171020613
107,78.59189029275583
108,78.4661497496997
109,79.06495456741553
110,79.02521076886443
111,79.11079921201748
112,79.55918106809165
113,80.2746540016894
114,80.9902900958294
115,81.70595651497567
116,82.42159823064061
117,82.41918197813281
118,82.99254069241215
119,82.79206749117874
120,82.51268069821373
121,82.82153660014754
122,82.73643647410222
123,82.72742277184099
124,83.31079637358877
125,83.68369121774603
126,84.35722680926519
127,85.03101040785455
128,85.70478410729584
129,86.37852977739776
130,86.22033699658581
131,86.61960230893247
132,86.40518128692293
133,86.92938923145472
134,86.91022157476188
135,87.0825747988681
136,86.93135980111833
137,86.8733689884137
138,86.68672170175091
139,86.64770130397056
140,86.907438136333
141,86.39101377303919
142,86.82959187465102
143,86.2136639518433
144,85.71275200967486
145,85.48548149968663
146,85.92716665712037
147,85.71482916812074
148,86.16542833906477
149,85.9921342775983
150,86.43370255440784
151,86.2958920175145
152,86.73712390140412
153,86.61744938549961
154,87.04238518110073
155,85.9648204427157
156,86.28872286970143
157,85.90499251830207
158,85.59827392224602
159,84.49286569323093
160,84.78456083215184
161,84.33704299515371
162,84.63118080066165
163,84.38297540124098
164,84.08638442896918
165,84.06375335597261
166,83.49612828508872
167,83.06682328054379
168,83.27189410020355
169,83.10894409405158
170,83.30356788928825
171,83.15006157816458
172,82.3653816066813
173,81.57959789404131
174,81.42311867243173
175,81.42272701435894
176,81.56800648059487
177,81.56747301393504
178,81.5669479108733
179,81.5664234223188
180,81.12633081395113
181,78.46181737042556
182,78.60460921698659
183,78.41691927866772
184,78.16917423953042
185,77.91126987930046
186,78.21150933267913
187,78.49238222460613
188,78.92290325431507
189,79.35350184737077
190,79.78414412341243
191,80.21477770913967
192,80.15151297712995
193,80.17832464366982
194,79.81810588992768
195,80.02299999952804
196,80.02257934016984
197,80.02217877371702
198,80.02177941657158
199,80.02138059909451
200,80.02098071423877
201,80.0205823064766
202,80.02018363484844
203,80.0197859045994
204,80.01935684246095
205,80.01895858478089
206,80.01855925977597
207,80.01817332973894
208,80.01778753733312
209,80.01740000785296
210,80.01701422290394
211,80.01662884338887
212,79.73934449204062
213,79.49407317044339
214,79.5057298047503
215,79.67988237425875
216,76.59823136183572
217,76.76585957118282
218,76.67069732402315
219,76.69404859527799
220,76.45970170826047
221,76.59385342171387
222,76.3883491841483
223,76.56004499863276
224,76.36278129506682
225,76.53706356641763
226,76.06548081115646
227,75.92070994583858
228,75.71468217047925
229,74.24812802069243
230,73.67020742688852
231,73.71709567012569
232,73.34465756041706
233,73.51439893050026
