,schools,st_change_tuition_(>),st_change_tuition_(<=)
0,University of Wyoming,"[['https://www.collegefactual.com/colleges/university-of-wyoming/paying-for-college/tuition-and-fees/', 'https://admissions.uni.edu/costs', 'https://www.collegetuitioncompare.com/edu/240727/university-of-wyoming/tuition/'], ['https://www.uwyo.edu/uw/news/2018/09/uw-trustees-approve-tuition-changes.html', 'https://www.jhnewsandguide.com/jackson_hole_daily/local/university-of-wyoming-adds-scholarships-raises-tuition/article_c03be86b-103a-5b40-84a0-11b7cc4eca67.html', 'https://www.uwyo.edu/uw/news/2019/07/uw-trustees-approve-new-financial-aid-for-wyoming-students.html'], ['https://www.uwyo.edu/uw/news/2018/09/uw-trustees-approve-tuition-changes.html', 'https://trib.com/news/state-and-regional/uw-trustees-raise-tuition-for-most-students/article_436d7a38-26bf-59fb-b83b-b098dd671d73.html', 'https://www.uwyo.edu/uw/news/2019/07/uw-trustees-approve-new-financial-aid-for-wyoming-students.html'], ['http://www.uwyo.edu/sfa/cost-of-attendance/', 'https://www.raise.me/edu/university-of-wyoming', 'http://www.uwyo.edu/sfa/net-price-calculator/index.html'], ['https://www.uwyo.edu/oia/tfrb/', 'https://laramielive.com/trustees-raise-tuition-and-fees-at-university-of-wyoming/', 'https://www.laramieboomerang.com/news/local_news/uw-considers-increasing-advising-fees-services/article_cd6fba2f-e395-59b5-880a-0f2361f4c096.html'], ['https://www.usnews.com/best-colleges/university-of-wyoming-3932', 'http://www.uwyo.edu/registrar/university_catalog/tuition.html', 'https://www.uwyo.edu/fsbo/cashiers-office/'], ['https://www.uwyo.edu/oia/tfrb/', 'https://trib.com/news/state-and-regional/govt-and-politics/education/university-of-wyoming-considers-increasing-advising-fees-services/article_87a964ca-b02a-52d8-b2c2-3085434d273c.html', 'http://www.uwyo.edu/sfa/cost-of-attendance/']]","[['http://www.uwyo.edu/sfa/cost-of-attendance/', 'https://admissions.uni.edu/costs', 'https://tuition.uni.edu/'], ['https://trib.com/news/state-and-regional/govt-and-politics/education/university-of-wyoming-trustees-table-tuition-changes/article_e3389211-ea17-5301-bb11-2f716a5959f4.html', 'https://apnews.com/c932fdd1eb5446508d01d3a6d677e4c7', 'https://www.laramieboomerang.com/news/local_news/uw-proposes-tuition-freeze-for-wyoming-students/article_0b202e65-bfad-54e5-97e4-caeb71aac4cb.html'], ['http://www.uwyo.edu/sfa/cost-of-attendance/', 'https://www.uwyo.edu/registrar/general_information/residency.html', 'http://www.uwyo.edu/registrar/university_catalog/admiss_other.html'], ['https://trib.com/news/state-and-regional/university-of-wyoming-expects-20-enrollment-drop/article_82dd1e94-9185-564f-adc7-0c159644c31b.html', 'https://www.uwyo.edu/uw/news/2019/07/uw-trustees-approve-new-financial-aid-for-wyoming-students.html', 'http://www.uwyo.edu/registrar/university_catalog/tuition.html'], ['http://www.uwyo.edu/sfa/cost-of-attendance/', 'https://k2radio.com/university-of-wyomings-tuition-revenue-lower-than-expected/', 'https://www.thedenverchannel.com/news/local-news/university-of-wyoming-considers-lower-out-of-state-tuition'], ['http://www.uwyo.edu/sfa/cost-of-attendance/', 'https://www.uwyo.edu/oia/tfrb/', 'http://www.uwyo.edu/registrar/university_catalog/admiss_other.html'], ['http://www.uwyo.edu/hr/employee-benefits/tuition-waiver/', 'http://www.uwyo.edu/sfa/cost-of-attendance/']]"
