,unit_ID,school,term,variable,url,status_code,metadata_date,date_originally_scraped,count,context
567,102632,Taylor University,suspend retirement contributions,st_reduce_staff_and_faculty_support,http://www.bu.edu/articles/2020/bu-to-suspend-employee-retirement-contributions/,timeout,No_meta_date,2020-10-20 23:30:09.930632,0,NoContext
565,102632,Taylor University,faculty furlough,st_furlough_staff_faculty,https://www.christianitytoday.com/news/2020/august/christian-college-cuts-bethel-harding-john-brown-cccu.html,timeout,No_meta_date,2020-10-20 23:30:09.930635,0,NoContext
564,102632,Taylor University,faculty furlough,st_furlough_staff_faculty,https://pillars.taylor.edu/cgi/viewcontent.cgi?article=1004&context=echo-1954-1955,timeout,No_meta_date,2020-10-20 23:30:09.930633,0,NoContext
563,102632,Taylor University,pay cuts,st_reduce_staff_and_faculty_support,https://www.ibj.com/articles/74338-taylor-university-president-stepping-down-after-3-years-in-job,timeout,No_meta_date,2020-10-20 23:30:09.930631,0,NoContext
562,102632,Taylor University,pay cuts,st_reduce_staff_and_faculty_support,https://www.baltimoresun.com/maryland/baltimore-county/catonsville/cng-co-ca-at-umbc-hiring-freeze-20200911-urofgxahfrd3rhyznudc2zhcoa-story.html,timeout,['2020-05-15T16:01:19Z'],2020-10-20 23:30:09.930634,0,NoContext
903,102632,Taylor University,university partnership,lt_inter_institutional_collaboration_co,https://www.taylortrojans.com/corporate_partners,timeout,No_meta_date,2020-10-20 23:30:09.930840,0,NoContext
682,102632,Taylor University,deferred capital projects,st_deferred_infrastructure_improvement,https://pillars.taylor.edu/cgi/viewcontent.cgi?article=1124&context=tu_magazines,timeout,No_meta_date,2020-10-20 23:30:09.930663,0,NoContext
674,102632,Taylor University,voluntary furlough,st_voluntary_incentivized_staff_faculty_reduction,https://www.dailypress.com/business/dp-del-taylor-meets-with-navy-officials-over-virginia-beach-brewery-20161227-story.html,timeout,No_meta_date,2020-10-20 23:30:09.930652,0,NoContext
673,102632,Taylor University,deferred maintenance,st_deferred_infrastructure_improvement,https://inside.sou.edu/fmp/cpmd.html,timeout,No_meta_date,2020-10-20 23:30:09.930653,0,NoContext
672,102632,Taylor University,deferred maintenance,st_deferred_infrastructure_improvement,https://www.taylor.edu/site-map,timeout,No_meta_date,2020-10-20 23:30:09.930656,0,NoContext
902,102632,Taylor University,university partnership,lt_inter_institutional_collaboration_co,https://csumb.edu/international/taylors-university-partnership/,timeout,No_meta_date,2020-10-20 23:30:09.930841,0,NoContext
880,102632,Taylor University,promotions,lt_improve_staff_faculty_support_gr,https://www.gameops.com/silent-night-taylor-university/,timeout,['2012-12-29T20:17:11+00:00'],2020-10-20 23:30:09.930830,0,NoContext
882,102632,Taylor University,promotions,lt_improve_staff_faculty_support_gr,https://www.taylortrojans.com/article/baseball/degraaf-earns-promotion-to-class-a-short-season-vancouver,timeout,['2015-07-13T12:25:00-05:00'],2020-10-20 23:30:09.930824,0,NoContext
887,102632,Taylor University,salary increase,lt_improve_staff_faculty_support_gr,https://www.theechonews.com/article/2018/11/taylor-raises-staff-wages-one-percent,timeout,No_meta_date,2020-10-20 23:30:09.930834,0,NoContext
894,102632,Taylor University,share program,lt_inter_institutional_collaboration_co,https://givetogrant.org/bike-sharing-comes-to-taylor/,timeout,['2016-05-11T19:19:47+00:00'],2020-10-20 23:30:09.930838,0,NoContext
