,unit_ID,school,term,variable,url,status_code,metadata_date,date_originally_scraped,count,context
791,102632,Taylor University,expand to veterans,st_expand_unconventional_programs_gr,https://academic.oup.com/milmed/article-abstract/182/9-10/e1900/4627031,timeout,No_meta_date,2020-10-20 23:21:09.192731,0,NoContext
727,102632,Taylor University,program cuts,lt_reduction_or_elimination_of_academic_departments_programs,https://www.taylortrojans.com/,timeout,No_meta_date,2020-10-20 23:21:09.192661,0,NoContext
720,102632,Taylor University,suspend appointments,lt_reduction_or_elimination_of_student_support_programs,https://wvumedicine.org/physicians/primary-care/harpers-ferry-family-medicine/,timeout,['2016-11-23T15:59:45Z'],2020-10-20 23:21:09.192658,0,NoContext
719,102632,Taylor University,suspend appointments,lt_reduction_or_elimination_of_student_support_programs,https://www.dailycardinal.com/article/2020/03/i-cant-go-back-home-uw-madison-some-uw-system-campuses-suspend-face-to-face-instruction-due-to-covid-19,timeout,No_meta_date,2020-10-20 23:21:09.192657,0,NoContext
704,102632,Taylor University,streamline operations,st_reduce_operational_spending,https://www.ibi.com/higher-education-data-analytics-solutions/,timeout,No_meta_date,2020-10-20 23:21:09.192631,0,NoContext
707,102632,Taylor University,reduce purchases,st_reduce_operational_spending,http://www.tandfonline.com/doi/abs/10.1080/026404199365876,timeout,No_meta_date,2020-10-20 23:21:09.192639,0,NoContext
745,102632,Taylor University,cut sports,lt_reduction_of_athletic_spending_programs,https://www.taylortrojans.com/sport/womens-tennis,timeout,No_meta_date,2020-10-20 23:21:09.192680,0,NoContext
747,102632,Taylor University,cut sports,lt_reduction_of_athletic_spending_programs,http://www.taylortrojans.com/article/4939.php,timeout,No_meta_date,2020-10-20 23:21:09.192688,0,NoContext
756,102632,Taylor University,athletics spending cuts,lt_reduction_of_athletic_spending_programs,https://www.taylortrojans.com/sport/volleyball,timeout,No_meta_date,2020-10-20 23:21:09.192695,0,NoContext
757,102632,Taylor University,athletics spending cuts,lt_reduction_of_athletic_spending_programs,https://www.taylortrojans.com/sport/football,timeout,No_meta_date,2020-10-20 23:21:09.192696,0,NoContext
583,102632,Taylor University,suspend retirement contributions,st_reduce_staff_and_faculty_support,http://www.bu.edu/articles/2020/bu-to-suspend-employee-retirement-contributions/,timeout,No_meta_date,2020-10-20 23:21:09.192609,0,NoContext
