,index,specific_index,unit_ID,schools,terms,url,metadata_date
0,0,0,102553,Jackson State University,offer amenities,https://www.jsums.edu/facilities/,No meta date
1,1,1,102553,Jackson State University,offer amenities,http://websites.one.jsums.edu/recplex/index.php/home/facilities/,['2015-08-06T13:38:45+00:00']
2,2,2,102553,Jackson State University,offer amenities,https://gojsutigers.com/facilities/?id=2,No meta date
3,3,3,102553,Jackson State University,offer amenities,http://www.jsu.edu/physicalplant/index.html,No meta date
4,4,4,102553,Jackson State University,offer amenities,https://gojsutigers.com/,No meta date
5,5,5,102553,Jackson State University,offer amenities,https://www.forrentuniversity.com/jackson-state-university,No meta date
6,6,6,102553,Jackson State University,offer amenities,https://www.orbitz.com/jackson-state-university-hotels.0-l6092591-0.travel-guide-filter-hotels,No meta date
7,7,7,102553,Jackson State University,offer amenities,https://gojsutigers.com/facilities/lee-e-williams-athletic-and-assembly-center/9,No meta date
8,8,8,102553,Jackson State University,campus climate,https://www.jsums.edu/jsuadvance/climate-study-2012-2017/,No meta date
9,9,9,102553,Jackson State University,campus climate,https://www.jsums.edu/jsuadvance/programs/bias-prevention-training/,No meta date
10,10,10,102553,Jackson State University,campus climate,https://www.tbr.edu/academics/studentaffairs/campus-climate-survey-institution-data,No meta date
11,11,11,102553,Jackson State University,campus climate,http://www.jsums.edu/universitycommunications/files/2014/05/student-life.ppt,['2017-07-10T20:30:31+00:00']
12,12,12,102553,Jackson State University,counselling services’ student wellness,https://www.jsums.edu/latashanormancenter/virtual-relaxation-wellness-room/,No meta date
13,13,13,102553,Jackson State University,counselling services’ student wellness,https://www.umc.edu/scwc/,No meta date
14,14,14,102553,Jackson State University,counselling services’ student wellness,https://www.jsums.edu/latashanormancenter/,No meta date
15,15,15,102553,Jackson State University,counselling services’ student wellness,https://web.ccsu.edu/counselingandwellnesscenter/,No meta date
16,16,16,102553,Jackson State University,counselling services’ student wellness,https://www.angelo.edu/services/health_clinic_counseling/,No meta date
17,17,17,102553,Jackson State University,counselling services’ student wellness,https://www.wichita.edu/services/counseling/counseling1/staffcaps.php,No meta date
18,18,18,102553,Jackson State University,counselling services’ student wellness,http://www.jsu.edu/ccservices/,No meta date
19,19,19,102553,Jackson State University,counselling services’ student wellness,http://websites.one.jsums.edu/recplex/,No meta date
20,20,20,102553,Jackson State University,counselling services’ student wellness,https://www.alasu.edu/current-students/wellness-safety/counseling-services,No meta date
21,21,21,102553,Jackson State University,improve utilities,https://www.jsums.edu/finance/fees/,No meta date
22,22,22,102553,Jackson State University,improve utilities,https://www.homedepot.com/p/fanmats-ncaa-jackson-state-university-black-heavy-duty-1-piece-14-in-x-17-in-vinyl-utility-mat-12926/206553296,No meta date
23,23,23,102553,Jackson State University,improve utilities,https://www.jsums.edu/,No meta date
24,24,24,102553,Jackson State University,improve utilities,https://www.ci.desoto.tx.us/1909/deputy-city-manager,No meta date
25,25,25,102553,Jackson State University,improve utilities,http://www.mississippi.edu/advancingms/1492.asp,No meta date
26,26,26,102553,Jackson State University,building improvement,S,S
27,28,28,102553,Jackson State University,reduce faculty,https://www.jsums.edu/publicpolicy/faculty-and-staff/,No meta date
28,29,29,102553,Jackson State University,reduce faculty,https://www.jsums.edu/music/facultystaff2/,No meta date
29,30,30,102553,Jackson State University,reduce faculty,https://www.jsums.edu/compscience/faculty-and-staff/,No meta date
30,31,31,102553,Jackson State University,reduce faculty,http://www.jsumsnews.com/?p=40097,No meta date
31,32,32,102553,Jackson State University,reduce faculty,https://www.jstor.org/stable/40249613,No meta date
32,33,33,102553,Jackson State University,reduce faculty,https://www.wlbt.com/story/35558992/jsu-to-cut-42-positions-in-budget-reduction-and-recovery-plan,No meta date
33,34,34,102553,Jackson State University,postpone maintenance,https://www.jsums.edu/facilities/maintenance-unit/,No meta date
34,35,35,102553,Jackson State University,postpone maintenance,http://www.jsu.edu/physicalplant/requests.html,No meta date
35,36,36,102553,Jackson State University,postpone maintenance,http://careers.jsu.edu/,No meta date
36,38,38,102553,Jackson State University,postpone maintenance,https://twitter.com/jsunews?lang=en,No meta date
37,39,39,102553,Jackson State University,on-time graduation,https://www.jsums.edu/financialaid/commonly-used-terms/,No meta date
38,40,40,102553,Jackson State University,on-time graduation,http://www.jsumsnews.com/?p=14657,No meta date
39,41,41,102553,Jackson State University,on-time graduation,https://www.jsums.edu/socialwork/masters-of-social-work-program/,['2013-02-20']
40,42,42,102553,Jackson State University,on-time graduation,https://www.jsums.edu/graduateschool/,No meta date
41,43,43,102553,Jackson State University,on-time graduation,https://www.theatlantic.com/politics/archive/2014/04/when-a-43-percent-graduation-rate-means-success/430812/,['2013-02-20']
42,44,44,102553,Jackson State University,career center,https://www.jsums.edu/careers/,No meta date
43,45,45,102553,Jackson State University,career center,http://www.jsu.edu/careerservices/,No meta date
44,46,46,102553,Jackson State University,career center,https://www.jsums.edu/careers/employers/,No meta date
45,47,47,102553,Jackson State University,food pantry,https://www.jsums.edu/housing/tiger-pantry/,No meta date
46,48,48,102553,Jackson State University,food pantry,http://www.jsu.edu/news/articles/2017/11/student-affairs-opens-food-pantry-.html,No meta date
47,49,49,102553,Jackson State University,food pantry,http://www.jsumsnews.com/?p=37523,No meta date
48,50,50,102553,Jackson State University,food pantry,https://gojsutigers.com/news/2020/2/18/general-kroger-donates-15-000-to-jsu-food-pantry-and-athletics-refueling-station.aspx,No meta date
49,51,51,102553,Jackson State University,food pantry,http://www.healthy-miss.org/college-anti-hunger/,No meta date
50,52,52,102553,Jackson State University,food pantry,https://www.wlbt.com/2020/02/19/kroger-donates-jsu-order-help-fight-food-insecurity-campus/,No meta date
51,53,53,102553,Jackson State University,food pantry,https://www.wlbt.com/2020/02/27/kroger-donates-jsu-tougaloo-college-food-pantries/,No meta date
52,54,54,102553,Jackson State University,cut athletics,https://jsugamecocksports.com/,No meta date
53,56,56,102553,Jackson State University,cut athletics,https://www.jsums.edu/main-athletics/,No meta date
54,57,57,102553,Jackson State University,cut athletics,https://gojsutigers.com/sports/mens-basketball,No meta date
55,58,58,102553,Jackson State University,cut athletics,https://www.jsums.edu/president2/mr-ashley-robinson-bio/,No meta date
56,59,59,102553,Jackson State University,cut athletics,https://hbcugameday.com/2019/12/11/suno-new-orleans-only-public-hbcu-to-cut-athletics-as-school-fights-for-survival/,No meta date
57,61,61,102553,Jackson State University,freeze salary increases,https://www.clarionledger.com/story/news/2017/07/26/miss-now-pays-jsu-ole-miss-msu-and-usm-presidents-same/512427001/,No meta date
58,62,62,102553,Jackson State University,freeze salary increases,https://www.jsums.edu/csetsss/rise/,No meta date
59,63,63,102553,Jackson State University,freeze salary increases,https://www.wapt.com/article/new-jsu-president-gets-salary-bump/10318879,['2017-07-17T23:51:00Z']
60,64,64,102553,Jackson State University,freeze salary increases,https://www.jsums.edu/hr/,No meta date
61,65,65,102553,Jackson State University,freeze salary increases,https://www.wlbt.com/2020/07/02/former-jsu-president-files-lawsuit-says-he-is-owed-his-k-salary/,No meta date
62,66,66,102553,Jackson State University,freeze salary increases,https://www.mycentraljersey.com/story/news/education/college/rutgers/2020/06/11/rutgers-declares-fiscal-emergency-possible-wage-freezes-more-layoffs/5341148002/,No meta date
63,67,67,102553,Jackson State University,freeze salary increases,https://olemiss.edu/faculty_senate/archives/association.html,No meta date
64,69,69,102553,Jackson State University,new building,https://www.jsums.edu/housing/viewbuildings/,No meta date
65,70,70,102553,Jackson State University,new building,https://www.jsums.edu/publicpolicy/2015/07/16/the-dept-of-public-policy-administration-has-moved-in-the-jsu-downtown-campus/,No meta date
66,71,71,102553,Jackson State University,new building,http://websites.one.jsums.edu/moveinday/index.php/directions/,No meta date
67,72,72,102553,Jackson State University,new building,https://www.jsums.edu/science/,No meta date
68,73,73,102553,Jackson State University,new building,https://www.jacksonfreepress.com/news/2013/feb/19/new-jsu-stadium-coming/,No meta date
69,75,75,102553,Jackson State University,athletics spending cuts,https://www.jsums.edu/finance/budget-and-financial-analysis/,No meta date
70,77,77,102553,Jackson State University,athletics spending cuts,https://gojsutigers.com/sports/football,No meta date
71,79,79,102553,Jackson State University,athletics spending cuts,http://www.mississippi.edu/transparency/budgets.asp,No meta date
72,80,80,102553,Jackson State University,athletics spending cuts,https://diverseeducation.com/article/92349/,No meta date
73,81,81,102553,Jackson State University,deferred maintenance,http://websites.one.jsums.edu/mtolive/index.php/history/,No meta date
74,82,82,102553,Jackson State University,reduce payroll,https://www.jsums.edu/humanresources/jsu-payroll/,No meta date
75,83,83,102553,Jackson State University,reduce payroll,https://www.jsums.edu/hr/payroll/,No meta date
76,84,84,102553,Jackson State University,reduce payroll,https://www.jsums.edu/hr/payroll-staff/,No meta date
77,85,85,102553,Jackson State University,reduce payroll,https://www.clarionledger.com/story/news/local/2017/06/07/jsu-madison-site-limbo-classes-canceled-now/377268001/,No meta date
78,86,86,102553,Jackson State University,reduce payroll,http://websites.one.jsums.edu/recplex/index.php/home/membership/,No meta date
79,87,87,102553,Jackson State University,deferred capital projects,https://www.jsums.edu/facilities/planning-and-construction-unit/,No meta date
80,88,88,102553,Jackson State University,deferred capital projects,https://www.jstor.org/stable/10.7709/jnegroeducation.83.2.0173,No meta date
81,89,89,102553,Jackson State University,deferred capital projects,https://www.jsums.edu/planning/,No meta date
82,90,90,102553,Jackson State University,deferred capital projects,https://www.murrayledger.com/news/jackson-discusses-major-projects-for-msu-campus/article_773e4cc8-527a-11e9-85f3-532df999af84.html,No meta date
83,91,91,102553,Jackson State University,deferred capital projects,https://www.jsums.edu/facilities/gallery/,No meta date
84,92,92,102553,Jackson State University,deferred capital projects,https://www.fitchratings.com/research/us-public-finance/fitch-rates-ummc-ebc-ser-2020a-2020b-bonds-aa-affirms-miss-ihl-idr-revs-at-aa-21-09-2020,No meta date
85,93,93,102553,Jackson State University,deferred capital projects,https://www.fitchratings.com/research/us-public-finance/fitch-rates-univ-of-mississippi-medical-center-ebc-ms-ser-2019-revs-aa-assigns-idr-12-08-2019,No meta date
86,97,97,102553,Jackson State University,layoff faculty,https://hbcugameday.com/2020/05/18/morehouse-announces-job-cuts-and-furloughs-in-wake-of-covid-19-pandemic/,No meta date
87,98,98,102553,Jackson State University,layoff faculty,https://www.northsidesun.com/news-breaking-news/ummc-announces-layoffs-salary-reductions-result-covid-19,No meta date
88,101,101,102553,Jackson State University,cut sports,https://www.jsums.edu/covid19/,No meta date
89,108,108,102553,Jackson State University,cut athletics budget,https://hbcugameday.com/2020/07/24/no-athletics-fee-cut-for-unc-system-hbcus/,No meta date
90,112,112,102553,Jackson State University,suspend capital projects,https://www.jsums.edu/facilities/project-services/,No meta date
91,114,114,102553,Jackson State University,suspend capital projects,https://www.zinnedproject.org/news/tdih/san-marcos-10,No meta date
92,115,115,102553,Jackson State University,suspend capital projects,https://www.jacksonfreepress.com/news/2019/aug/19/jackson-suspends-recycling-announces-street-repavi/,No meta date
93,116,116,102553,Jackson State University,faculty laid off,https://www.jsums.edu/hr/employee-benefits/,No meta date
94,118,118,102553,Jackson State University,faculty laid off,https://www.wlox.com/story/862039/college-board-approves-tuition-increase-at-jsu-usm,No meta date
95,119,119,102553,Jackson State University,faculty laid off,https://ssb-prod.ec.jsums.edu/pls/prod/bwpkedir.p_namedirectory?dir_indx=r&next_row=1&prev_row=0&searchtype=n&buttonselected=,No meta date
96,120,120,102553,Jackson State University,faculty cuts,https://www.jacksonfreepress.com/news/2017/jun/07/jsu-reels-after-president-search-budget-cuts/,No meta date
97,121,121,102553,Jackson State University,faculty cuts,https://www.wapt.com/article/jsu-to-lay-off-42-employees-consolidate-programs/9960827,No meta date
98,122,122,102553,Jackson State University,faculty cuts,https://mississippitoday.org/2017/06/14/dramatic-cuts-at-jsu-shouldnt-come-as-a-surprise-but-they-did/,No meta date
99,135,135,102553,Jackson State University,administrative budget cuts,http://www.jsumsnews.com/?p=30913,No meta date
100,137,137,102553,Jackson State University,administrative budget cuts,https://www.jsums.edu/finance/budget-and-financial-analysis-2/,No meta date
101,138,138,102553,Jackson State University,administrative budget cuts,https://www.jacksonfreepress.com/news/2009/nov/18/university-mergers-loom/,No meta date
102,140,140,102553,Jackson State University,administrative budget cuts,http://www.nbcnews.com/id/34098016/ns/us_news-education/t/proposal-merge-black-schools-draws-fire/,No meta date
103,142,142,102614,California State Polytechnic University-Pomona,offer amenities,https://www.cpp.edu/fpm/index.shtml,No meta date
104,143,143,102614,California State Polytechnic University-Pomona,offer amenities,https://www.4icu.org/reviews/5029.htm,No meta date
105,144,144,102614,California State Polytechnic University-Pomona,offer amenities,https://asi.cpp.edu/campusrec/,No meta date
106,145,145,102614,California State Polytechnic University-Pomona,offer amenities,https://asi.cpp.edu/,['2013-02-20']
107,146,146,102614,California State Polytechnic University-Pomona,offer amenities,http://polycentric.cpp.edu/2018/12/new-cal-poly-pomona-rose-float-lab-breaks-ground/,No meta date
108,147,147,102614,California State Polytechnic University-Pomona,offer amenities,https://apps.cpp.edu/bronco411/search/,No meta date
109,153,153,102614,California State Polytechnic University-Pomona,campus climate,http://polycentric.cpp.edu/2019/10/diversity-and-inclusion-efforts-at-cal-poly-pomona/,No meta date
110,154,154,102614,California State Polytechnic University-Pomona,campus climate,https://www.cpp.edu/president/from-the-president/2019-fall/campus-climate.shtml,No meta date
111,155,155,102614,California State Polytechnic University-Pomona,campus climate,https://www.nado.org/job/presidential-associate-for-diversity-inclusion-and-campus-climate/,No meta date
112,156,156,102614,California State Polytechnic University-Pomona,campus climate,https://thepolypost.com/news/2019/11/26/nicole-butts-now-in-cabinet-level-position/,No meta date
113,160,160,102614,California State Polytechnic University-Pomona,campus life,https://www.cpp.edu/campus-life/index.shtml,No meta date
114,161,161,102614,California State Polytechnic University-Pomona,campus life,https://www.cpp.edu/ceu/asp/campus-life/index.shtml,No meta date
115,162,162,102614,California State Polytechnic University-Pomona,campus life,http://polycentric.cpp.edu/2015/08/new-housing-will-enhance-and-energize-campus-life-at-cal-poly-pomona/,No meta date
116,163,163,102614,California State Polytechnic University-Pomona,deferred maintenance,http://polycentric.cpp.edu/2020/02/california-proposition-13-school-and-college-facilities-bond/,No meta date
117,164,164,102614,California State Polytechnic University-Pomona,deferred maintenance,https://www1.appa.org/jobexpress/joblistings.cfm?jobposting_id=2324,No meta date
118,165,165,102614,California State Polytechnic University-Pomona,deferred maintenance,http://polycentric.cpp.edu/2020/02/lyle-center-awarded-5m-for-capital-projects/,No meta date
119,166,166,102614,California State Polytechnic University-Pomona,deferred maintenance,https://transweb.sjsu.edu/research/1855-pavement-decision-tool,No meta date
120,167,167,102614,California State Polytechnic University-Pomona,deferred maintenance,https://www.careersingovernment.com/job/379542/supervising-plumber-chief-operator/,No meta date
121,168,168,102614,California State Polytechnic University-Pomona,on-time graduation,https://www.cpp.edu/,['2013-02-20']
122,169,169,102614,California State Polytechnic University-Pomona,on-time graduation,http://polycentric.cpp.edu/2016/04/new-tool-to-help-students-graduate-on-time/,No meta date
123,170,170,102614,California State Polytechnic University-Pomona,food pantry,https://www.cpp.edu/basicneeds/food-resources/poly-pantry.shtml,No meta date
124,171,171,102614,California State Polytechnic University-Pomona,food pantry,http://polycentric.cpp.edu/tag/mobile-food-pantry/,No meta date
125,172,172,102614,California State Polytechnic University-Pomona,food pantry,https://www.cpp.edu/basicneeds/index.shtml,No meta date
126,173,173,102614,California State Polytechnic University-Pomona,food pantry,http://polycentric.cpp.edu/2020/03/poly-pantry-fills-plates/,No meta date
127,174,174,102614,California State Polytechnic University-Pomona,food pantry,https://asi.cpp.edu/campuscrop/?p=17727,['2018-08-20 16:31']
128,175,175,102614,California State Polytechnic University-Pomona,food pantry,https://thepolypost.com/news/2019/05/07/poly-pantry-now-open-in-the-bsc/,No meta date
129,179,179,102614,California State Polytechnic University-Pomona,new building,https://coarchitects.com/project/cal-poly-pomona-student-services-building/,No meta date
130,180,180,102614,California State Polytechnic University-Pomona,new building,https://env.cpp.edu/arc/arc,No meta date
131,181,181,102614,California State Polytechnic University-Pomona,new building,http://polycentric.cpp.edu/tag/student-services-building/,No meta date
132,182,182,102614,California State Polytechnic University-Pomona,new building,http://www.cpp.edu/~virtual-tour/index.shtml,No meta date
133,183,183,102614,California State Polytechnic University-Pomona,new building,https://www.cwdriver.com/c-w-driver-companies-completes-construction-of-73m-cal-poly-pomona-student-services-building/,No meta date
134,184,184,102614,California State Polytechnic University-Pomona,new building,http://polycentric.cpp.edu/2015/08/new-student-services-building-takes-user-friendly-approach/,['2019-01-24T22:41:29+00:00']
135,187,187,102614,California State Polytechnic University-Pomona,freeze salary increases,http://search.proquest.com/openview/8bedb8a88dae172d765b99cd52fbff7c/1?pq-origsite=gscholar&cbl=47536,No meta date
136,188,188,102614,California State Polytechnic University-Pomona,freeze salary increases,http://polycentric.cpp.edu/2009/07/csu_trustees_increase_student_fees_as_part_of_plan_to_address_budget_deficit/,No meta date
137,189,189,102614,California State Polytechnic University-Pomona,freeze salary increases,https://www.payscale.com/research/us/school=california_state_polytechnic_university_-_pomona/salary,No meta date
138,190,190,102614,California State Polytechnic University-Pomona,freeze salary increases,https://www.dailynews.com/2010/09/23/cal-poly-community-a-bit-more-upbeat-as-the-fall-quarter-begins/amp/,No meta date
139,191,191,102614,California State Polytechnic University-Pomona,cut athletics,https://broncoathletics.com/,No meta date
140,192,192,102614,California State Polytechnic University-Pomona,cut athletics,https://broncoathletics.com/sports/mens-basketball,No meta date
141,193,193,102614,California State Polytechnic University-Pomona,cut athletics,https://gopoly.com/,No meta date
142,195,195,102614,California State Polytechnic University-Pomona,cut athletics,https://ucsdguardian.org/2020/03/08/mens-basketball-cuts-through-pomona-cuts-down-net-in-ccaa-tournament-win/,No meta date
143,196,196,102614,California State Polytechnic University-Pomona,cut athletics,https://www.daktronics.com/news/pages/new-daktronics-display-installed-at-cal-poly-pomona.aspx,No meta date
144,197,197,102614,California State Polytechnic University-Pomona,cut athletics,https://www.cpp.edu/jobs/index.shtml,['2020-03-08T20:59:36+00:00']
145,198,198,102614,California State Polytechnic University-Pomona,cut athletics,https://thepolypost.com/news/2020/03/17/ncaa-student-athletes-seasons-cut-short/,No meta date
146,199,199,102614,California State Polytechnic University-Pomona,career center,https://www.cpp.edu/career/index.shtml,No meta date
147,200,200,102614,California State Polytechnic University-Pomona,career center,https://libguides.library.cpp.edu/c.php?g=439305&p=3528610,No meta date
148,201,201,102614,California State Polytechnic University-Pomona,career center,https://libguides.library.cpp.edu/careerguides,No meta date
149,202,202,102614,California State Polytechnic University-Pomona,career center,https://libguides.library.cpp.edu/c.php?g=439305&p=3513305,No meta date
150,203,203,102614,California State Polytechnic University-Pomona,career center,https://www.cpp.edu/collins/future-students/career-services.shtml,No meta date
151,207,207,102614,California State Polytechnic University-Pomona,reduce payroll,https://www.businesswire.com/news/home/20100217005141/en/cal-poly-pomona-foundation-reduces-hr-payroll,No meta date
152,208,208,102614,California State Polytechnic University-Pomona,reduce payroll,https://www.prepscholar.com/sat/s/colleges/cal-poly-pomona-tuition-financial-aid,No meta date
153,211,211,102614,California State Polytechnic University-Pomona,cut sports,https://broncoathletics.com/sports/mens-soccer,No meta date
154,216,216,102614,California State Polytechnic University-Pomona,cut sports,https://lpadesignstudios.com/projects/cal-poly-pomona-student-recreation-center,No meta date
155,219,219,102614,California State Polytechnic University-Pomona,layoff faculty,https://thepolypost.com/news/2020/09/07/cpp-expects-layoffs-and-furloughs-following-covid-19-budget-cuts/,No meta date
156,220,220,102614,California State Polytechnic University-Pomona,layoff faculty,https://www.cpp.edu/president/from-the-president/2020-summer/campus-update.shtml,['2020-09-07T13:14:19+00:00']
157,221,221,102614,California State Polytechnic University-Pomona,layoff faculty,http://polycentric.cpp.edu/tag/layoffs/,No meta date
158,225,225,102614,California State Polytechnic University-Pomona,athletics spending cuts,https://thepolypost.com/category/news/page/121/,No meta date
159,227,227,102614,California State Polytechnic University-Pomona,athletics spending cuts,https://www.dailynews.com/2009/07/11/la-verne-athletics-struggling-to-cope-with-budget-cuts/,No meta date
160,232,232,102614,California State Polytechnic University-Pomona,cut faculty,https://www.cpp.edu/~agri/apparel-merchandising-and-management/index.shtml,No meta date
161,233,233,102614,California State Polytechnic University-Pomona,cut faculty,https://env.cpp.edu/la/la,No meta date
162,234,234,102614,California State Polytechnic University-Pomona,cut faculty,http://polycentric.cpp.edu/2017/03/10-projects-make-cut-for-csu-system-wide-research-competition/,No meta date
163,236,236,102614,California State Polytechnic University-Pomona,cut faculty,http://polycentric.cpp.edu/2019/01/student-services-building-officially-opens-at-cal-poly-pomona/,No meta date
164,237,237,102614,California State Polytechnic University-Pomona,cut faculty,http://polycentric.cpp.edu/2018/02/cal-poly-pomona-unveils-new-single-crystal-x-ray-diffractometer-that-gives-undergrads-access-to-latest-technology/,No meta date
165,238,238,102614,California State Polytechnic University-Pomona,cut faculty,http://broncoscholar.library.cpp.edu/handle/10211.3/142835,No meta date
166,240,240,102632,East Central University,student support,https://www.ecok.edu/current-students/student-services,['2018-04-30T13:32:16-0500']
167,241,241,102632,East Central University,student support,https://www.eastcentral.edu/current/,No meta date
168,242,242,102632,East Central University,student support,https://www.ecok.edu/current-students/student-services/centers-programs/trio-programs/student-support-services,['2018-05-02T16:29:16-0500']
169,243,243,102632,East Central University,student support,https://www.ecok.edu/current-students/student-services/centers-programs/trio-programs/veterans-student-support-services,No meta date
170,244,244,102632,East Central University,student support,https://www.usnews.com/best-colleges/east-central-university-3154,['2018-05-28T13:32:19-0500']
171,245,245,102632,East Central University,student support,https://www.ecok.edu/current-students/paying-college/financial-aid/veterans-educational-benefits,No meta date
172,248,248,102614,California State Polytechnic University-Pomona,faculty cuts,http://polycentric.cpp.edu/2010/04/budget_cuts_brown_bag/,['2020-09-07T13:14:19+00:00']
173,249,249,102614,California State Polytechnic University-Pomona,faculty cuts,https://www.uwire.com/2011/02/07/cal-poly-pomona-could-face-25m-cut/,No meta date
174,250,250,102614,California State Polytechnic University-Pomona,faculty cuts,http://polycentric.cpp.edu/tag/budget-cuts/,No meta date
175,251,251,102614,California State Polytechnic University-Pomona,faculty cuts,http://polycentric.cpp.edu/tag/protest/,No meta date
176,252,252,102614,California State Polytechnic University-Pomona,faculty cuts,https://www.dailynews.com/general-news/20071104/budget-issues-at-cal-poly-raise-concerns,No meta date
177,253,253,102632,East Central University,offer amenities,https://www.ecok.edu/current-students/student-services/tommy-hewett-md-wellness-center/facilities,['2018-06-06T11:30:30-0500']
178,254,254,102632,East Central University,offer amenities,https://ecutigers.com/sports/2013/7/23/gen_0723130625.aspx,No meta date
179,255,255,102632,East Central University,offer amenities,https://www.ecok.edu/current-students/student-services/tommy-hewett-md-wellness-center,['2018-05-08T15:27:32-0500']
180,256,256,102632,East Central University,offer amenities,https://myecu.ecok.edu/ics/portlets/ics/handoutportlet/viewhandler.ashx?handout_id=38e5becc-45ed-4bf8-9aa4-dacbcc921fad,No meta date
181,257,257,102632,East Central University,offer amenities,https://www.ecok.edu/taxonomy/term/86,No meta date
182,258,258,102632,East Central University,offer amenities,https://chickasaw.net/our-nation/careers/family-medicine-residency/about-the-community.aspx,No meta date
183,259,259,102632,East Central University,offer amenities,https://www.apartmentguide.com/apartments/oklahoma/east-central-university/4-beds-1z141to/,No meta date
184,260,260,102632,East Central University,offer amenities,https://www.givecampus.com/schools/eastcentraluniversity/ecu-tiger-football,No meta date
185,261,261,102632,East Central University,offer amenities,https://www.apartmentguide.com/apartments/oklahoma/east-central-university/,No meta date
186,262,262,102632,East Central University,offer amenities,https://www.expedia.com/east-central-university-hotels.0-l6177466-0.travel-guide-filter-hotels,No meta date
187,264,264,102632,East Central University,counselling services’ student wellness,https://ecok.libguides.com/cetl_students/campusresources,No meta date
188,266,266,102632,East Central University,counselling services’ student wellness,https://www.ecok.edu/current-students/student-services/student-counseling-center,No meta date
189,267,267,102632,East Central University,counselling services’ student wellness,https://wellness.uchicago.edu/,['2018-05-08T15:24:22-0500']
190,268,268,102632,East Central University,counselling services’ student wellness,https://www.ecok.edu/current-students/student-services/student-health-services,No meta date
191,269,269,102632,East Central University,counselling services’ student wellness,https://online.ecok.edu/online-degrees/,['2018-04-30T13:46:44-0500']
192,270,270,102632,East Central University,counselling services’ student wellness,http://www.emporia.edu/student-wellness/counseling-services/adap/consumerinformation.html?my-dropdown=%252523,No meta date
193,272,272,102614,California State Polytechnic University-Pomona,faculty laid off,https://www.latimes.com/archives/la-xpm-1993-05-30-ga-41668-story.html,No meta date
194,273,273,102632,East Central University,campus climate,https://www.ecok.edu/,No meta date
195,274,274,102632,East Central University,campus climate,https://www.ecok.edu/future-students,No meta date
196,276,276,102632,East Central University,campus climate,https://myecu.ecok.edu/ics/academics/ge/geog__3413__ug19/main_page.jnz,No meta date
197,277,277,102632,East Central University,campus climate,https://myecu.ecok.edu/ics/academics/ge/geog__3413__ug19/fa_2019_undg-geog__3413__ug19_-01/course_information.jnz,['2018-05-28T13:32:19-0500']
198,278,278,102632,East Central University,campus climate,https://www.nccu.edu/,No meta date
199,279,279,102632,East Central University,career center,https://www.ecok.edu/current-students/student-services/centers-programs/career-center,['2018-06-04T12:07:13-0500']
200,280,280,102632,East Central University,career center,https://www.eastcentral.edu/career/,No meta date
201,281,281,102632,East Central University,career center,https://www.ecok.edu/event/career-center-career-development-101,['2018-06-26T13:35:59-0500']
202,282,282,102632,East Central University,career center,https://www.ecok.edu/current-students/student-services/centers-programs/career-center/ecu-career-expo-spring,No meta date
203,283,283,102632,East Central University,career center,https://www.ecok.edu/current-students/student-services/centers-programs/career-center/ecu-career-expo-fall,['2018-08-08T09:46:18-0500']
204,284,284,102632,East Central University,career center,https://www.eastcentral.edu/business/automotive-technology/,No meta date
205,286,286,102632,East Central University,career center,https://www.eccc.edu/,No meta date
206,287,287,102632,East Central University,food pantry,https://www.ecok.edu/news/anonymous-donors-help-make-new-ecu-food-pantry-reality,['2019-12-20T07:56:00-0600']
207,288,288,102632,East Central University,food pantry,https://www.cnhinews.com/oklahoma/article_1b0b4908-b4a2-11e9-9e44-1719fb3fb97b.html,No meta date
208,289,289,102632,East Central University,food pantry,https://www.ecok.edu/news-by-date/201912,No meta date
209,290,290,102632,East Central University,food pantry,https://curehunger.org/,No meta date
210,291,291,102632,East Central University,food pantry,https://www.ecok.edu/tiger-parent-family-central/student-services,['2020-08-05T14:39:42-0500']
211,292,292,102632,East Central University,food pantry,https://www.eastcentral.edu/blog/food-pantry-request-form-is-online-anonymous-donation-made/,['2020-03-19T19:03:39-06:00']
212,293,293,102632,East Central University,food pantry,https://www.ecok.edu/news,No meta date
213,294,294,102632,East Central University,food pantry,https://www.feedingamerica.org/find-your-local-foodbank/second-harvest-food-bank-of-east-central-indiana-inc,No meta date
214,295,295,102632,East Central University,building improvement,https://ecok.edu/dino-rosato,['2018-03-02T11:36:02-0600']
215,296,296,102632,East Central University,building improvement,https://www.ecok.edu/news-by-date/201109,['2018-06-25T13:26:08-0500']
216,299,299,102632,East Central University,building improvement,https://www.ecok.edu/returning-ecu,No meta date
217,300,300,102632,East Central University,building improvement,https://myecu.ecok.edu/ics/portlets/ics/handoutportlet/viewhandler.ashx?handout_id=e9f5f29f-5098-4009-9e6f-5d2f04d88f51,No meta date
218,305,305,102632,East Central University,academic advising,https://www.ecok.edu/node/12441,['2018-07-13T15:09:54-0500']
219,306,306,102632,East Central University,academic advising,https://www.ecok.edu/current-students/student-services/centers-programs/academic-success-center,No meta date
220,307,307,102632,East Central University,academic advising,https://ecutigers.com/sports/2013/7/23/gen_0723135112.aspx,['2018-05-08T13:49:32-0500']
221,308,308,102632,East Central University,academic advising,https://www.ecok.edu/academics,No meta date
222,309,309,102632,East Central University,academic advising,https://myecu.ecok.edu/ics/portlets/ics/handoutportlet/viewhandler.ashx?handout_id=9e77f46f-75d7-430d-aa73-0bdfbaa2db58,['2018-03-02T11:36:02-0600']
