,index,specific_index,unit_ID,schools,terms,url,metadata_date
672,986,986,100706,University of Central Oklahoma,cut athletics budget,https://blogs.uco.edu/,['2013-02-20']
673,987,987,100706,University of Central Oklahoma,cut athletics budget,https://oklahoman.com/article/2723130/uco-to-drop-track-and-field,No meta date
674,988,988,100706,University of Central Oklahoma,cut athletics budget,https://hoopdirt.com/job/head-coach-central-oklahoma-full-time/,['2000-12-12T00:00:00-06:00']
675,994,994,100706,University of Central Oklahoma,cut sports,https://www.uco.edu/coronavirus/,No meta date
676,996,996,100706,University of Central Oklahoma,cut sports,http://wjla.com/sports/content/university-of-central-oklahoma-football-players-foot-severed-by-train,No meta date
677,1000,1000,100706,University of Central Oklahoma,faculty cuts,https://blogs.uco.edu/blog/category/budget/,No meta date
678,1001,1001,100706,University of Central Oklahoma,faculty cuts,https://nondoc.com/2017/07/13/universities-struggle-budget-cuts/,No meta date
679,1002,1002,100706,University of Central Oklahoma,faculty cuts,https://ucentralmedia.com/uco-battles-low-enrollment-and-budget-struggles/,['2017-07-13T05:01:00+00:00']
680,1003,1003,100706,University of Central Oklahoma,faculty cuts,https://oklahoman.com/article/2816091/uco-expects-more-budget-cuts-faculty-staff-urged-to-curb-spending,No meta date
681,1004,1004,100706,University of Central Oklahoma,faculty cuts,https://oklahoman.com/article/3425472/uco-considers-possible-budget-cuts,['2019-11-02T03:34:45+00:00']
682,1005,1005,100706,University of Central Oklahoma,cut faculty,https://www.uco.edu/news,No meta date
683,1006,1006,100706,University of Central Oklahoma,cut faculty,https://www3.uco.edu/press/prdetail.asp?newsid=20505,No meta date
684,1007,1007,100706,University of Central Oklahoma,cut faculty,https://www.uco.edu/cfad/academics/theatre-arts/,['2015-11-12T15:11:31-06:00']
685,1008,1008,100706,University of Central Oklahoma,cut faculty,https://www.centralconnection.org/colleges,No meta date
686,1009,1009,100706,University of Central Oklahoma,cut faculty,https://blogs.uco.edu/lfsa/archive-photos/,No meta date
687,1010,1010,100706,University of Central Oklahoma,cut faculty,https://acm.uco.edu/faculty/kevin-lively,No meta date
688,1012,1012,100706,University of Central Oklahoma,cut faculty,https://streaming.uco.edu/tag/tagid/university.,No meta date
689,1013,1013,100706,University of Central Oklahoma,faculty laid off,https://www.uco.edu/fsi/faculty-and-staff,No meta date
690,1014,1014,100706,University of Central Oklahoma,faculty laid off,https://www.uco.edu/ceps/departments/psy/faculty-and-staff/,No meta date
691,1018,1018,100706,University of Central Oklahoma,faculty laid off,https://oklahoman.com/article/5657267/uco-extends-spring-break-prepares-possible-move-online,No meta date
692,1019,1019,100706,University of Central Oklahoma,faculty laid off,https://community.chronicle.com/search/user?page=1473&q=mental+health,No meta date
693,1020,1020,100654,Southern Illinois University-Carbondale,student support,https://disabilityservices.siu.edu/academic-support-services/,No meta date
694,1021,1021,100654,Southern Illinois University-Carbondale,student support,https://triostudentsupport.siu.edu/,No meta date
695,1022,1022,100654,Southern Illinois University-Carbondale,student support,https://ehs.siu.edu/services/,No meta date
696,1023,1023,100654,Southern Illinois University-Carbondale,student support,https://clss.siu.edu/,No meta date
697,1024,1024,100654,Southern Illinois University-Carbondale,student support,https://fao.siu.edu/,No meta date
698,1025,1025,100654,Southern Illinois University-Carbondale,student support,https://shc.siu.edu/counseling/,No meta date
699,1026,1026,100654,Southern Illinois University-Carbondale,student support,https://studentaffairs.siu.edu/,No meta date
700,1027,1027,100654,Southern Illinois University-Carbondale,student support,https://shc.siu.edu/,No meta date
701,1028,1028,100654,Southern Illinois University-Carbondale,student support,https://siu.edu/coronavirus/,No meta date
702,1029,1029,100706,University of Central Oklahoma,reduce faculty,https://www.uco.edu/coronavirus/employee-resources,No meta date
703,1030,1030,100706,University of Central Oklahoma,reduce faculty,https://www3.uco.edu/press/prdetail.asp?newsid=28025,No meta date
704,1031,1031,100706,University of Central Oklahoma,reduce faculty,https://oklahoman.com/article/5622668/university-of-central-is-offering-full-time-faculty-a-retirement-incentive-to-bridge-budget-gap,No meta date
705,1034,1034,100706,University of Central Oklahoma,administrative budget cuts,https://oklahoman.com/article/2425212/budget-pinch-could-hit-uco,['2018-03-06T15:43:13+00:00']
706,1035,1035,100706,University of Central Oklahoma,administrative budget cuts,https://oklahoman.com/article/1915426/metro-colleges-report-enrollment-increasebrincreased-tuition-fails-to-offset-cost-aid-cut,No meta date
707,1036,1036,100706,University of Central Oklahoma,administrative budget cuts,https://journalrecord.com/tag/higher-education/,['2017-07-13T05:01:00+00:00']
708,1037,1037,100706,University of Central Oklahoma,eliminate administrative departments,https://www.uco.edu/academic-affairs/cettl/educators-leadership-academy/administrative-support-professionals-academy,No meta date
709,1038,1038,100706,University of Central Oklahoma,eliminate administrative departments,https://www.uco.edu/business/,No meta date
710,1039,1039,100706,University of Central Oklahoma,eliminate administrative departments,https://www.uco.edu/cla/departments/political-science/mpa/,No meta date
711,1040,1040,100706,University of Central Oklahoma,eliminate administrative departments,https://blogs.uco.edu/inclusive-community/2020/06/26/continued-uco-support-and-educational-resources/?utm_source=rss&utm_medium=rss&utm_campaign=continued-uco-support-and-educational-resources,No meta date
712,1041,1041,100706,University of Central Oklahoma,eliminate administrative departments,https://www.centralconnection.org/chapters,No meta date
713,1047,1047,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://wellness.siu.edu/,No meta date
714,1048,1048,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://shc.siu.edu/counseling/internship/,No meta date
715,1049,1049,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://studentaffairs.siu.edu/health-and-wellness.php,No meta date
716,1051,1051,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://ehs.siu.edu/cqmse/graduate/counselor-education/,No meta date
717,1052,1052,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://solutionfinder.siu.edu/health.php,No meta date
718,1053,1053,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://smrc.siu.edu/lgbtq/,No meta date
719,1054,1054,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://disabilityservices.siu.edu/academic-support-services/student-health-safety.php,No meta date
720,1055,1055,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://cie.siu.edu/internationalstudents/admitted-students/health-wellness.php,No meta date
721,1056,1056,100654,Southern Illinois University-Carbondale,counselling services’ student wellness,https://www.norwich.edu/counseling,No meta date
722,1057,1057,100654,Southern Illinois University-Carbondale,campus climate,https://news.siu.edu/2020/01/013020-climate-survey-underway.php,No meta date
723,1058,1058,100654,Southern Illinois University-Carbondale,campus climate,https://news.siu.edu/2020/02/022020-siu-carbondale-makes-climate-commitment.php,No meta date
724,1059,1059,100654,Southern Illinois University-Carbondale,campus climate,https://oacd.siu.edu/glossary.php,No meta date
725,1060,1060,100654,Southern Illinois University-Carbondale,campus climate,https://hlcaccreditation.siu.edu/assurance-argument/aa-evidence/1a.php,No meta date
726,1061,1061,100654,Southern Illinois University-Carbondale,campus climate,https://hlcaccreditation.siu.edu/assurance-argument/aa-evidence/4b.php,No meta date
727,1062,1062,100654,Southern Illinois University-Carbondale,campus climate,https://salukicenter.siu.edu/peer-mentor-program.php,No meta date
728,1069,1069,100654,Southern Illinois University-Carbondale,offer amenities,https://www.housing.siu.edu/residence-halls/room/furnishings,No meta date
729,1070,1070,100654,Southern Illinois University-Carbondale,offer amenities,https://pso.siu.edu/physicalplant/facilities-op-center/,No meta date
730,1071,1071,100654,Southern Illinois University-Carbondale,offer amenities,https://cesl.siu.edu/,No meta date
731,1072,1072,100654,Southern Illinois University-Carbondale,offer amenities,https://pso.siu.edu/physicalplant/,No meta date
732,1073,1073,100654,Southern Illinois University-Carbondale,offer amenities,https://housing.siu.edu/conference/facilities,No meta date
733,1074,1074,100654,Southern Illinois University-Carbondale,offer amenities,https://news.siu.edu/2019/09/091619-pick-up-and-paddle.html,No meta date
734,1075,1075,100654,Southern Illinois University-Carbondale,offer amenities,https://aviation.siu.edu/technologies/facilities/,No meta date
735,1076,1076,100654,Southern Illinois University-Carbondale,offer amenities,https://news.siu.edu/2018/01/010518-community-day-2018-siu-rec-center.php,No meta date
736,1077,1077,100654,Southern Illinois University-Carbondale,offer amenities,https://vcresearch.siu.edu/research-support/support-facilities.php,No meta date
737,1078,1078,100654,Southern Illinois University-Carbondale,offer amenities,https://rec.siu.edu/,No meta date
738,1079,1079,100654,Southern Illinois University-Carbondale,academic advising,https://advisement.siu.edu/advisors/,No meta date
739,1080,1080,100654,Southern Illinois University-Carbondale,academic advising,https://coas.siu.edu/services/academic-advisement/,No meta date
740,1081,1081,100654,Southern Illinois University-Carbondale,academic advising,https://advisement.siu.edu/,No meta date
741,1082,1082,100654,Southern Illinois University-Carbondale,academic advising,https://advisement.siu.edu/faculty-staff/,No meta date
742,1083,1083,100654,Southern Illinois University-Carbondale,academic advising,https://sah.siu.edu/faculty-staff/academic-advisor/,No meta date
743,1084,1084,100654,Southern Illinois University-Carbondale,academic advising,https://jobs.siu.edu/staff/job-details-staff?jobid=10874&job=chief-academic-advisor,No meta date
744,1085,1085,100654,Southern Illinois University-Carbondale,academic advising,https://exploratory.siu.edu/,No meta date
745,1086,1086,100654,Southern Illinois University-Carbondale,academic advising,https://science.siu.edu/advisement/staff.html,No meta date
746,1087,1087,100654,Southern Illinois University-Carbondale,academic advising,https://architecture.siu.edu/undergraduate/advisement/,No meta date
747,1088,1088,100654,Southern Illinois University-Carbondale,on-time graduation,https://commencement.siu.edu/,No meta date
748,1089,1089,100654,Southern Illinois University-Carbondale,on-time graduation,https://www.collegefactual.com/colleges/southern-illinois-university-carbondale/academic-life/graduation-and-retention/,No meta date
749,1090,1090,100654,Southern Illinois University-Carbondale,on-time graduation,https://siu.edu/legacy/,['2013-02-20']
750,1091,1091,100654,Southern Illinois University-Carbondale,on-time graduation,https://cola.siu.edu/english/graduate/master-of-fine-arts/,No meta date
751,1092,1092,100654,Southern Illinois University-Carbondale,on-time graduation,https://siu.edu/,No meta date
752,1093,1093,100654,Southern Illinois University-Carbondale,on-time graduation,https://ehs.siu.edu/rehab/graduate/behavior-analysis/,No meta date
753,1094,1094,100654,Southern Illinois University-Carbondale,on-time graduation,https://news.siu.edu/2019/12/120519-fall-commencement.php,No meta date
754,1095,1095,100654,Southern Illinois University-Carbondale,on-time graduation,https://sah.siu.edu/graduate/mha/,No meta date
755,1096,1096,100654,Southern Illinois University-Carbondale,campus life,https://www.niche.com/colleges/southern-illinois-university-carbondale/campus-life/,No meta date
756,1097,1097,100654,Southern Illinois University-Carbondale,campus life,https://blog.chancellor.siu.edu/category/campus-life/,No meta date
757,1098,1098,100654,Southern Illinois University-Carbondale,campus life,https://news.siu.edu/2012/05/051112par12095.php,No meta date
758,1099,1099,100654,Southern Illinois University-Carbondale,campus life,https://siu.edu/siuweek/,No meta date
759,1100,1100,100654,Southern Illinois University-Carbondale,campus life,https://www.housing.siu.edu/family/advice,No meta date
760,1101,1101,100654,Southern Illinois University-Carbondale,campus life,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1130&context=gs_rp,No meta date
761,1102,1102,100654,Southern Illinois University-Carbondale,campus life,https://housing.siu.edu/,No meta date
762,1103,1103,100654,Southern Illinois University-Carbondale,campus life,https://www.cappex.com/colleges/southern-illinois-university-carbondale/campus-life,No meta date
763,1104,1104,100654,Southern Illinois University-Carbondale,improve utilities,https://news.siu.edu/2006/08/080106tc6149.php,No meta date
764,1105,1105,100654,Southern Illinois University-Carbondale,improve utilities,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1066&context=ucowrconfs_2004,No meta date
765,1106,1106,100654,Southern Illinois University-Carbondale,improve utilities,https://news.siu.edu/2011/08/082411tjc11075.php,No meta date
766,1107,1107,100654,Southern Illinois University-Carbondale,improve utilities,https://opensiuc.lib.siu.edu/theses/2145/,No meta date
767,1108,1108,100654,Southern Illinois University-Carbondale,improve utilities,https://pso.siu.edu/construction/services/gir-process.php,No meta date
768,1109,1109,100654,Southern Illinois University-Carbondale,improve utilities,https://blog.news.siu.edu/20190215-siu-students-work-on-predicting-power-grid-reliability-with-ameren-illinois-project/,['2019-02-15T14:41:50+00:00']
769,1110,1110,100654,Southern Illinois University-Carbondale,improve utilities,https://oit.siu.edu/wireless/wireless-instructions/mac-osx/eduroam-mac-osx.php,No meta date
770,1111,1111,100654,Southern Illinois University-Carbondale,improve utilities,https://www.explorecarbondale.com/,No meta date
771,1113,1113,100654,Southern Illinois University-Carbondale,food pantry,https://studentcenter.siu.edu/services/saluki-food-pantry.php,No meta date
772,1114,1114,100654,Southern Illinois University-Carbondale,food pantry,https://news.siu.edu/2020/03/033020-feeding-saluki-spirit.php,No meta date
773,1115,1115,100654,Southern Illinois University-Carbondale,food pantry,https://studentcenter.siu.edu/services/campus-food-drive.php,No meta date
774,1116,1116,100654,Southern Illinois University-Carbondale,food pantry,https://salukifunder.siu.edu/project/3218,No meta date
775,1117,1117,100654,Southern Illinois University-Carbondale,food pantry,https://news.siu.edu/2020/04/042020-funds-raised-by-foundation-alumni-friends-to-help-carbondale-students.php,No meta date
776,1118,1118,100654,Southern Illinois University-Carbondale,food pantry,https://cola.siu.edu/artanddesign/,No meta date
777,1119,1119,100654,Southern Illinois University-Carbondale,food pantry,https://wellness.siu.edu/swipe-out-hunger/,No meta date
778,1120,1120,100654,Southern Illinois University-Carbondale,food pantry,https://salukifunder.siu.edu/project/3218/donate,No meta date
779,1121,1121,100654,Southern Illinois University-Carbondale,food pantry,https://siuf.org/,No meta date
780,1122,1122,100654,Southern Illinois University-Carbondale,food pantry,https://cslv.siu.edu/students/,No meta date
781,1123,1123,100654,Southern Illinois University-Carbondale,career center,https://careerdevelopment.siu.edu/,No meta date
782,1124,1124,100654,Southern Illinois University-Carbondale,career center,https://siu.edu/jobs/,No meta date
783,1125,1125,100654,Southern Illinois University-Carbondale,career center,https://careerdevelopment.siu.edu/employers/,No meta date
784,1126,1126,100654,Southern Illinois University-Carbondale,career center,https://coas.siu.edu/services/career-services/,No meta date
785,1127,1127,100654,Southern Illinois University-Carbondale,career center,https://careerdevelopment.siu.edu/students/resume-cover.php,No meta date
786,1128,1128,100654,Southern Illinois University-Carbondale,career center,https://law.siu.edu/career-services/,No meta date
787,1129,1129,100654,Southern Illinois University-Carbondale,career center,https://cola.siu.edu/psychology/undergraduate/advisement/case/career-resources.php,No meta date
788,1130,1130,100654,Southern Illinois University-Carbondale,career center,https://law.siu.edu/career-services/employers-info.html,No meta date
789,1131,1131,100654,Southern Illinois University-Carbondale,career center,https://news.siu.edu/2018/01/012318-career-services-events-2018.php,No meta date
790,1132,1132,100654,Southern Illinois University-Carbondale,career center,https://coas.siu.edu/services/career-services/career-fair.html,No meta date
791,1133,1133,100654,Southern Illinois University-Carbondale,building improvement,https://pso.siu.edu/facility-improvements/completed/student-services.php,No meta date
792,1134,1134,100654,Southern Illinois University-Carbondale,building improvement,https://housing.siu.edu/improvements,No meta date
793,1135,1135,100654,Southern Illinois University-Carbondale,building improvement,https://pso.siu.edu/facility-improvements/on-hold/communications.php,No meta date
794,1136,1136,100654,Southern Illinois University-Carbondale,building improvement,http://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1005&context=meep_articles,No meta date
795,1137,1137,100654,Southern Illinois University-Carbondale,building improvement,https://news.siu.edu/2005/08/082405sd5038.php,No meta date
796,1138,1138,100654,Southern Illinois University-Carbondale,building improvement,https://coas.siu.edu/,No meta date
797,1139,1139,100654,Southern Illinois University-Carbondale,building improvement,https://news.siu.edu/2009/10/102809tjc9090.php,No meta date
798,1140,1140,100654,Southern Illinois University-Carbondale,building improvement,https://business.siu.edu/,No meta date
799,1141,1141,100654,Southern Illinois University-Carbondale,building improvement,https://news.siu.edu/2005/10/100305bm5045.php,No meta date
800,1145,1145,100654,Southern Illinois University-Carbondale,new building,https://pso.siu.edu/facility-improvements/in-construction/,No meta date
801,1146,1146,100654,Southern Illinois University-Carbondale,new building,https://thesouthern.com/news/local/siu/83-million-communications-building-upgrade-has-been-long-awaited-at-siu-carbondale/article_c83f3c25-3d26-5a17-803c-e1adb87654dc.html,No meta date
802,1149,1149,100654,Southern Illinois University-Carbondale,new building,https://news.siu.edu/2019/05/051519-siu-joins-illinois-innovation-network.php,No meta date
803,1150,1150,100654,Southern Illinois University-Carbondale,new building,https://www.siumed.edu/fcm/carbondale/news/new-center-family-medicine-opens.html,No meta date
804,1151,1151,100654,Southern Illinois University-Carbondale,deferred maintenance,https://news.siu.edu/2008/04/041008tjc8046.php,No meta date
805,1152,1152,100654,Southern Illinois University-Carbondale,deferred maintenance,https://pso.siu.edu/physicalplant/facilities-op-center/services/fire-alarm.php,No meta date
806,1153,1153,100654,Southern Illinois University-Carbondale,deferred maintenance,https://news.siu.edu/2009/07/071309par9109.php,No meta date
807,1154,1154,100654,Southern Illinois University-Carbondale,deferred maintenance,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1014&context=de_october1999,No meta date
808,1155,1155,100654,Southern Illinois University-Carbondale,deferred maintenance,https://dailyegyptian.com/20593/archives/deferred-maintenance-deficit-up-25-million/,No meta date
809,1156,1156,100654,Southern Illinois University-Carbondale,deferred maintenance,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1003&context=de_january2008,['2019-06-10T12:02:58+00:00']
810,1157,1157,100654,Southern Illinois University-Carbondale,deferred maintenance,https://dailyegyptian.com/39792/archives/maintenance-funding-less-than-adequate/,No meta date
811,1160,1160,100654,Southern Illinois University-Carbondale,postpone maintenance,https://cie.siu.edu/sa/,No meta date
812,1161,1161,100654,Southern Illinois University-Carbondale,postpone maintenance,https://siu.edu/coronavirus/campus-messages.php,No meta date
813,1163,1163,100654,Southern Illinois University-Carbondale,postpone maintenance,https://hr.siu.edu/benefits/,No meta date
814,1165,1165,100654,Southern Illinois University-Carbondale,postpone maintenance,https://thesouthern.com/news/local/siu/siu-carbondale-postpones-china-recruiting-trip-due-to-coronavirus-outbreak/article_5fd3965d-2008-5558-8ab2-7b0912489a4b.html,No meta date
815,1166,1166,100654,Southern Illinois University-Carbondale,freeze salary increases,https://news.siu.edu/2011/03/032911tew11019.php,No meta date
816,1167,1167,100654,Southern Illinois University-Carbondale,freeze salary increases,https://thesouthern.com/news/local/siu/siu-carbondale-expected-to-freeze-tuition-fees-amid-application-uptick/article_c5862b6d-a4ef-55ae-bd7e-aa86b2aa196a.html,No meta date
817,1168,1168,100654,Southern Illinois University-Carbondale,freeze salary increases,https://dailyegyptian.com/14173/archives/siu-board-of-trustees-approves-faculty-salary-increases/,No meta date
818,1169,1169,100654,Southern Illinois University-Carbondale,freeze salary increases,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1009&context=de_september1991,No meta date
819,1170,1170,100654,Southern Illinois University-Carbondale,freeze salary increases,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1006&context=de_september1992,No meta date
820,1171,1171,100654,Southern Illinois University-Carbondale,freeze salary increases,https://news.wsiu.org/post/siu-board-approves-fee-increases-and-tuition-freeze,No meta date
821,1172,1172,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://dailyegyptian.com/79417/sports/siu-athletics-running-on-cumulative-deficit-of-26-million/,No meta date
822,1173,1173,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://siusalukis.com/news/2017/1/26/mens-tennis-southern-illinois-university-announces-cost-cutting-measures-in-athletics.aspx,No meta date
823,1174,1174,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://thesouthern.com/news/local/siu/siu-cutting-10-4-million-from-general-operating-budget-plus-3-million-from-athletics/article_46c202b6-877c-51e8-8b9b-b3b2967accbd.html,No meta date
824,1175,1175,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://www.stltoday.com/news/local/education/siu-cutting-10-4-million-from-general-operating-budget-plus-3-million-from-athletics/article_dc489d9c-01bd-537a-aebc-59b45d8af956.html,No meta date
825,1176,1176,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://thesouthern.com/sports/siu-to-cut-mens-and-womens-tennis-reduce-scholarships-in-mens-swimming-and-diving/article_d09c8eb4-c4f6-5144-beac-c59f4dd96289.html,No meta date
826,1177,1177,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://www.kfvs12.com/story/28697428/saluki-athletics-policy-institute-could-hit-siuc-budget-chopping-block,No meta date
827,1178,1178,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://www.newsbreak.com/illinois/carbondale/news/2064687318018/siu-cutting-104-million-from-general-operating-budget-plus-3-million-from-athletics,No meta date
828,1179,1179,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://news.siu.edu/2014/10/101014par14111.php,No meta date
829,1180,1180,100654,Southern Illinois University-Carbondale,athletics spending cuts,https://www.newsbreak.com/illinois/carbondale/news/2064681344915/siu-cutting-104-million-from-general-operating-budget-plus-3-million-from-athletics,No meta date
830,1183,1183,100654,Southern Illinois University-Carbondale,cut sports,https://siusalukis.com/,No meta date
831,1188,1188,100654,Southern Illinois University-Carbondale,cut sports,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1015&context=legacy,No meta date
832,1189,1189,100654,Southern Illinois University-Carbondale,cut sports,https://dailyegyptian.com/65150/sports/siu-to-cut-mens-and-womens-tennis-reduce-swimming-scholarships/,No meta date
833,1199,1199,100654,Southern Illinois University-Carbondale,cut athletics,https://pso.siu.edu/facility-improvements/completed/saluki-way.php,No meta date
834,1200,1200,100654,Southern Illinois University-Carbondale,cut athletics,https://www.peoriapublicradio.org/post/southern-illinois-university-sees-enrollment-decrease,No meta date
835,1202,1202,100654,Southern Illinois University-Carbondale,layoff faculty,https://dailyegyptian.com/59952/news/layoffs-resignations-retirements-at-siu-cause-drop-in-faculty/,No meta date
836,1203,1203,100654,Southern Illinois University-Carbondale,layoff faculty,https://news.siu.edu/2011/03/030911tew11018.php,No meta date
837,1204,1204,100654,Southern Illinois University-Carbondale,layoff faculty,http://thesouthern.com/news/article_fe7a91cc-9f7f-11df-abae-001cc4c002e0.html,No meta date
838,1205,1205,100654,Southern Illinois University-Carbondale,layoff faculty,https://opensiuc.lib.siu.edu/cgi/viewcontent.cgi?article=1000&context=de_december2012,No meta date
839,1206,1206,100654,Southern Illinois University-Carbondale,layoff faculty,https://thesouthern.com/news/local/siu/siu-announces-180-potential-layoffs-broad-cuts-to-programs-services/article_c83658ed-792d-5681-8c1e-8da04f2a98ad.html,No meta date
840,1207,1207,100654,Southern Illinois University-Carbondale,layoff faculty,https://www.wkms.org/post/siuc-faculty-accuse-university-layoffs-wage-cuts,No meta date
841,1208,1208,100654,Southern Illinois University-Carbondale,layoff faculty,https://www.kfvs12.com/story/18970400/siu-announces-layoffs-among-non-tenured-track-faculty,No meta date
842,1209,1209,100654,Southern Illinois University-Carbondale,suspend capital projects,https://pso.siu.edu/construction/services/,No meta date
843,1210,1210,100654,Southern Illinois University-Carbondale,suspend capital projects,https://www.newsbreak.com/illinois/carbondale/news/2047117371233/saluki-bars-liquor-license-could-be-suspended,No meta date
844,1211,1211,100654,Southern Illinois University-Carbondale,suspend capital projects,https://dailyegyptian.com/100266/news/phi-sigma-kappa-fraternity-suspended-at-siu/,No meta date
845,1214,1214,100654,Southern Illinois University-Carbondale,suspend capital projects,https://www.siue.edu/engineering/construction/,No meta date
846,1222,1222,100654,Southern Illinois University-Carbondale,cut athletics budget,https://chancellor.siu.edu/budget/council/2018-09-25.php,No meta date
847,1223,1223,100654,Southern Illinois University-Carbondale,cut athletics budget,https://www.bizjournals.com/stlouis/news/2020/06/12/college-football-budget-cuts-athletic-coaches.html,No meta date
848,1225,1225,100654,Southern Illinois University-Carbondale,reduce faculty,https://news.siu.edu/2020/01/013020-faculty-staff-regalia-orders-due-soon.php,No meta date
849,1226,1226,100654,Southern Illinois University-Carbondale,reduce faculty,https://blog.chancellor.siu.edu/responding-to-a-funding-proposal/,['2018-04-04T15:54:42-05:00']
850,1227,1227,100654,Southern Illinois University-Carbondale,reduce faculty,https://news.siu.edu/2019/09/091919-faculty-staff-regalia-orders-due.php,No meta date
851,1228,1228,100654,Southern Illinois University-Carbondale,reduce faculty,https://universityevents.siu.edu/faculty_regalia/,No meta date
852,1229,1229,100654,Southern Illinois University-Carbondale,reduce faculty,https://cola.siu.edu/psychology/faculty-staff/faculty-list/kang-tamara.php,No meta date
853,1230,1230,100654,Southern Illinois University-Carbondale,reduce faculty,https://wellness.siu.edu/topics/aod/aod_resources.php,No meta date
854,1231,1231,100654,Southern Illinois University-Carbondale,reduce faculty,https://engineering.siu.edu/civil/,No meta date
855,1232,1232,100654,Southern Illinois University-Carbondale,reduce faculty,https://blog.news.siu.edu/20190611-student-updating-map-systems-to-reduce-response-time-at-williamson-county-911/,No meta date
856,1233,1233,100654,Southern Illinois University-Carbondale,reduce faculty,https://micro.siu.edu/faculty-staff/faculty/bender.php,['2019-06-11T15:39:58+00:00']
857,1234,1234,100654,Southern Illinois University-Carbondale,cut faculty,https://news.siu.edu/2020/09/092420-siu-faculty-have-record-year-winning-outside-funding.php,No meta date
858,1235,1235,100654,Southern Illinois University-Carbondale,cut faculty,https://business.siu.edu/people/,No meta date
859,1236,1236,100654,Southern Illinois University-Carbondale,cut faculty,https://mcma.siu.edu/cp/,No meta date
860,1238,1238,100654,Southern Illinois University-Carbondale,cut faculty,https://www.insidehighered.com/news/2017/11/17/southern-illinois-u-carbondale-wants-dissolve-academic-departments-all-them,No meta date
861,1239,1239,100654,Southern Illinois University-Carbondale,cut faculty,https://affact.siu.edu/faculty.php,No meta date
862,1240,1240,100654,Southern Illinois University-Carbondale,cut faculty,https://onlinegrad.business.siu.edu/faculty.php,No meta date
863,1241,1241,100654,Southern Illinois University-Carbondale,cut faculty,https://siu.edu/facultystaff/,No meta date
864,1242,1242,100654,Southern Illinois University-Carbondale,cut faculty,https://sah.siu.edu/faculty-staff/faculty/radiologic-sciences/,No meta date
865,1250,1250,100654,Southern Illinois University-Carbondale,reduce payroll,https://bursar.siu.edu/account-services/payment.php,No meta date
866,1251,1251,100654,Southern Illinois University-Carbondale,reduce payroll,https://hr.siu.edu/benefits/premiums.php,No meta date
867,1252,1252,100654,Southern Illinois University-Carbondale,reduce payroll,https://jobs.siu.edu/staff/job-details-staff?jobid=10322&job=payroll-specialist-ii-continuous-post-10322,No meta date
868,1253,1253,100654,Southern Illinois University-Carbondale,reduce payroll,https://hr.siu.edu/payroll/,No meta date
869,1254,1254,100654,Southern Illinois University-Carbondale,reduce payroll,https://ospa.siu.edu/apply/budget-preparation/indirect-costs.php,No meta date
870,1256,1256,100654,Southern Illinois University-Carbondale,reduce payroll,https://news.siu.edu/2005/08/080105pd5085.php,No meta date
871,1259,1259,100654,Southern Illinois University-Carbondale,faculty laid off,https://gcsummit.com/3647/news/off-campus-news/siu-may-lay-off-tenured-faculty/,No meta date
872,1261,1261,100654,Southern Illinois University-Carbondale,faculty laid off,https://www.rrstar.com/article/20101222/news/312229888,No meta date
873,1263,1263,100654,Southern Illinois University-Carbondale,faculty laid off,https://www.siue.edu/human-resources/benefits/programs-and-services/,No meta date
874,1264,1264,100654,Southern Illinois University-Carbondale,faculty laid off,http://thesouthern.com/news/article_66d3ead4-9eb8-11df-8a65-001cc4c03286.html,No meta date
875,1265,1265,100654,Southern Illinois University-Carbondale,faculty cuts,https://thesouthern.com/news/local/siu/siuc-s-budget-crisis-recovery-challenged-by-enrollment-struggles/article_8d4d9aa4-f26d-59a6-bae7-7c5335c1f991.html,No meta date
876,1266,1266,100654,Southern Illinois University-Carbondale,faculty cuts,https://www.peoriapublicradio.org/post/southern-illinois-university-carbondale-cuts-nearly-80-jobs,No meta date
