,unit_ID,school,term,url,metadata_date,date_originally_scraped,count,context
0,600500,University of Utah,promotions,https://financialaid.utah.edu/tuition-and-fees/cost-of-attendance.php,no date,2020-10-15 18:31:36.834183,0,NoContext
